,filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,All_Metals,Has_OMS,Open_Metal_Sites
12624,WIZMAV01_clean,13.02887,5.79602,13.02887,0.981268,2122.98,2163.51,0,0,0.696443,0.709738,3.69E-05,Zr,No,
1564,CUWYAW_clean,6.66043,3.94178,6.66043,1.12925,2123.06,1880.06,0,0,0.624202,0.552757,0,Eu,Yes,Eu
10642,TAKKIC_clean,14.22819,7.4356,14.22819,0.645145,2123.18,3291.02,0,0,0.74619,1.15662,0,Cu,Yes,Cu
3750,GOGWEF_clean,4.59875,4.17002,4.59043,0.999501,2123.44,2124.5,0,0,0.619711,0.620021,0,Mn,Yes,Mn
15165,acs.chemmater.5b03723_cm5b03723_si_005_clean.sa,14.22819,7.4356,14.22819,0.645145,2123.6,3291.67,0,0,0.7426,1.15106,0,Cu,Yes,Cu
15019,ja406030p_si_005_manual,12.36077,7.19983,12.34485,0.687816,2123.94,3087.94,0,0,0.746599,1.08546,0,"Cr,Zn",Yes,Cr
7964,OKABEI_clean,13.86987,9.40999,13.86987,0.653017,2123.96,3252.53,0,0,0.775625,1.18776,0,Cu,Yes,Cu
13916,YOZNEI_clean,13.18997,6.60548,13.18997,0.885,2124.12,2400.13,0,0,0.721535,0.815293,0,Cu,Yes,Cu
10744,TEMPAE_clean,9.71276,4.32378,9.70591,0.807529,2124.3,2630.62,0,0,0.674398,0.835138,0,Zn,No,
6062,LAQNUP_clean,15.26013,7.80017,15.2506,0.646935,2124.31,3283.66,0,0,0.761342,1.17684,0,Cu,Yes,Cu
11483,URENAI_clean,8.44659,7.52772,8.36435,0.752331,2125.12,2824.71,0,0,0.723016,0.961034,0,Zn,Yes,Zn
1387,COWMAD_clean,6.73617,5.57745,6.73408,1.22293,2125.26,1737.85,0,0,0.649202,0.530858,0,Dy,Yes,Dy
13919,YOZNUY_clean,13.26428,6.66927,13.25121,0.875821,2125.31,2426.64,0,0,0.7235,0.826081,0,Cu,Yes,Cu
2603,ESIYEM_clean,8.28652,6.09773,8.28005,0.917255,2125.62,2317.36,0,0,0.674545,0.735395,0,Zn,Yes,Zn
3323,FUNCIB_clean,11.36834,9.71001,11.36834,0.70328,2125.72,3022.58,0,0,0.751396,1.06842,0,Zn,No,
14620,c6ce00407e_c6ce00407e2_clean,12.56279,7.41464,12.35901,0.699904,2125.77,3037.23,0,0,0.745534,1.06519,0,Cu,Yes,Cu
6335,LIXXAS_clean,6.60705,5.3683,6.60705,1.11648,2125.79,1904.01,0,0,0.645501,0.578157,0,Gd,Yes,Gd
9889,RUBYUK_clean,15.8407,9.06958,15.8407,0.504036,2125.99,4217.94,0,0,0.808145,1.60335,0.000174591,Zr,No,
749,BEWCUD_clean,11.43013,9.61646,11.42544,0.476468,2126.12,4462.24,0,0,0.812908,1.70611,0,Zn,Yes,Zn
7471,NIGDEO_clean,13.92721,7.40618,13.36245,0.633535,2126.21,3356.11,0,0,0.761296,1.20166,0,Cu,Yes,Cu
12980,XALMOO_clean,13.40072,8.17122,13.39095,0.453204,2126.24,4691.57,0,0,0.804084,1.77422,0,Co,No,
15104,jacs.5b11924_ja5b11924_si_003_clean,11.25439,6.54448,11.14603,0.725283,2126.35,2931.76,0.797433,1.09948,0.700628,0.966006,0,"W,Fe",Yes,Fe
8159,OQUFAJ04_clean,10.98593,10.0178,10.98593,1.04962,2126.53,2026,6.59082,6.27925,0.669332,0.63769,0.000193785,Zr,Yes,Zr
14052,ZACHIX_clean,13.14331,6.50331,13.13038,0.890304,2126.57,2388.59,0,0,0.719114,0.807717,0,Cu,Yes,Cu
8016,OKIZIT_clean,10.34732,5.43876,10.34053,0.923618,2126.76,2302.65,0,0,0.691543,0.748733,0,Co,No,
3330,FUQJUX_clean,12.68532,8.46543,12.68532,0.718278,2127.48,2961.92,0,0,0.755634,1.05201,0,Cu,Yes,Cu
12434,WEHHEY_clean,10.69255,6.68253,10.48176,0.819904,2127.6,2594.93,0,0,0.714545,0.871498,0,Zn,Yes,Zn
4189,HIFVOI_clean,9.00136,6.57256,8.71597,0.85431,2127.6,2490.43,0,0,0.695848,0.814515,0,Zn,No,
3041,FEVNIE_charged,12.01697,4.5426,12.01697,0.722308,2127.97,2946.07,0,0,0.725549,1.00449,0,Yb,No,
8979,PhysRevB.94.081102_AuTHTAP_clean,13.19469,9.4997,13.19469,0.734466,2128.11,2897.49,0,0,0.832552,1.13355,0,Au,Yes,Au
433,ATUZEW_clean,10.5847,3.84767,10.58141,0.968927,2128.19,2196.44,0,0,0.657021,0.678092,0,Cu,Yes,Cu
9679,REYMOZ_clean,13.17296,6.59717,13.17189,0.883255,2128.24,2409.54,0,0,0.721721,0.817115,0,Cu,Yes,Cu
11883,VEHXEN_clean,9.30754,7.04491,9.30754,1.35949,2128.3,1565.51,0,0,0.734369,0.540179,1.03E-06,"Sb,Pr",Yes,Sb
8700,PIVBEC_clean,13.77076,8.56536,13.77076,0.777047,2128.59,2739.33,0,0,0.749693,0.964798,0,Cu,Yes,Cu
8978,PhysRevB.94.081102_AuTHTAPSOC_clean,13.19587,9.50125,13.19587,0.734466,2128.87,2898.53,0,0,0.832666,1.1337,0,Au,Yes,Au
9801,ROMMAJ_clean,10.96057,3.9466,10.96057,0.96925,2129.07,2196.62,0,0,0.658675,0.679572,0,Cu,Yes,Cu
2548,ERAMAN_clean,12.01377,10.18099,12.01377,0.963545,2129.09,2209.64,0,0,0.698061,0.724472,0.000177055,Zr,Yes,Zr
7957,OJOSEN_clean,11.61043,10.79035,11.61043,0.843395,2129.12,2524.47,0,0,0.777652,0.92205,0,Co,Yes,Co
9325,QOWRAV02_clean,16.40599,5.24588,16.39934,0.71711,2129.16,2969.08,0,0,0.708358,0.987796,0,Cu,Yes,Cu
9326,QOWRAV03_clean,16.39934,5.24565,16.39933,0.71719,2129.29,2968.93,0,0,0.708283,0.987582,0,Cu,Yes,Cu
1490,CUMMEE_clean,6.76874,4.80162,6.75926,1.07493,2129.32,1980.88,0,0,0.645201,0.600224,0,"Cd,Ru",No,
11448,UNIFII_clean,17.37112,8.63776,17.36212,0.586277,2129.35,3631.98,0,0,0.782988,1.33553,0,Co,No,
13087,XECBUD_clean,6.77676,5.12334,6.75639,0.991134,2129.39,2148.43,0,0,0.634747,0.640425,0,Zn,Yes,Zn
10688,TASXIW_clean,7.37858,4.83119,7.37669,1.10616,2129.61,1925.22,0,0,0.618159,0.558831,0,Zn,Yes,Zn
9327,QOWRAV04_clean,16.39645,5.24663,16.39644,0.717349,2129.62,2968.73,0,0,0.708293,0.987376,0,Cu,Yes,Cu
1390,COWMOR_clean,6.72492,5.5633,6.71793,1.24692,2129.69,1707.96,0,0,0.647273,0.519095,0,Er,Yes,Er
9328,QOWRAV05_clean,16.38929,5.24682,16.38929,0.717588,2130.09,2968.4,0,0,0.708212,0.986934,0,Cu,Yes,Cu
11584,UWUQEJ_clean,7.28243,6.25707,7.27859,0.867522,2130.43,2455.76,0,0,0.64789,0.746829,0,Cu,Yes,Cu
12166,VUJBOS_clean,20.88348,7.6595,20.88348,0.516112,2130.82,4128.6,0,0,0.802049,1.55402,0,Cu,Yes,Cu
10421,SONVAT_neutral_b,13.18184,6.55696,13.18184,0.88151,2130.97,2417.41,0,0,0.721254,0.818203,0,Cu,Yes,Cu
13410,XUFYAA_clean,16.80237,4.60613,8.84451,0.589197,2131.16,3617.06,0,0,0.720936,1.22359,0,Mg,Yes,Mg
15214,cg301577a_si_002_clean.sa,13.79617,7.99146,13.58093,0.563648,2131.25,3781.17,0,0,0.7772,1.37887,0,Cu,Yes,Cu
587,BADZAK_clean,7.13113,5.22799,6.76285,0.961266,2131.42,2217.31,0,0,0.649642,0.67582,0,Zn,Yes,Zn
11275,UKIQUB_clean,13.62192,8.69235,13.61965,0.709108,2131.56,3005.98,0,0,0.756012,1.06614,0,"Fe,Cu",Yes,"Fe,Cu"
12994,XAMDUM05_clean,13.10609,6.60918,13.10609,0.895381,2131.63,2380.7,0,0,0.719535,0.803607,0,Cu,Yes,Cu
9847,RORTID_clean,6.7342,4.27269,6.72789,0.994128,2131.66,2144.25,0,0,0.629136,0.632852,6.04E-07,Zn,Yes,Zn
12626,WIZMAV03_clean,13.22717,5.6287,13.22717,0.988852,2132.11,2156.15,0,0,0.696694,0.704548,2.55E-05,Zr,No,
12253,WAFKAQ_clean,8.03394,5.48921,8.00811,0.911443,2132.15,2339.31,0,0,0.662294,0.726643,0,Zn,Yes,Zn
12342,WAQZEW_clean,9.50274,8.58167,9.50274,0.694131,2132.21,3071.78,0,0,0.723424,1.0422,0,In,No,
14713,cg801267m_si_001_clean,11.00208,5.91772,11.00208,0.888544,2132.28,2399.75,0,0,0.702263,0.790353,0,"Mn,Zn",No,
13913,YOZMOR_clean,13.20023,6.57013,13.18972,0.888494,2132.31,2399.92,0,0,0.72095,0.811429,0,Cu,Yes,Cu
13180,XICKOL_clean,13.79617,7.99146,13.79617,0.563648,2132.52,3783.42,0,0,0.774415,1.37393,0,Cu,Yes,Cu
7361,NEDWEA_clean,7.23193,5.49922,7.23193,0.857312,2132.85,2487.84,0,0,0.642345,0.749255,0,"Mn,Co",Yes,Co
10468,SOZHOG_clean,5.98483,4.5721,5.97294,0.945356,2133.06,2256.36,0,0,0.634525,0.671202,0,Cu,No,
9330,QOWRAV07_clean,16.36646,5.23896,16.35136,0.718227,2133.32,2970.26,0,0,0.708497,0.986453,0,Cu,Yes,Cu
10865,TIVYAZ01_clean,8.9528,6.92043,8.9528,0.77854,2133.42,2740.29,0,0,0.720519,0.925474,0,Co,Yes,Co
3423,GACYAN_clean,9.50907,7.09324,9.47435,0.673254,2133.56,3169.02,0,0,0.719699,1.06899,0,Zn,No,
1069,CAPLOX_clean,6.59085,5.37966,6.59085,1.11008,2133.57,1921.99,0,0,0.636912,0.573751,0,Nd,Yes,Nd
9329,QOWRAV06_clean,16.3778,5.24265,16.37248,0.717908,2133.77,2972.2,0,0,0.708587,0.987017,0,Cu,Yes,Cu
9261,QOJKAB_clean,5.80245,4.08803,5.79514,1.16562,2133.98,1830.77,0,0,0.666342,0.571663,0,Zn,No,
2545,ERALEQ_clean,9.66443,9.12313,9.66443,0.97783,2134.11,2182.49,1.88707,1.92985,0.69195,0.707638,0.000240328,Zr,Yes,Zr
7649,NOPJOT_clean,6.1592,4.69936,6.15883,1.00061,2134.66,2133.36,0,0,0.612184,0.611809,0,Mn,Yes,Mn
9875,RUBLAD_clean,13.99679,13.46145,13.99679,0.733215,2134.86,2911.65,0,0,0.749917,1.02278,8.24E-05,Zr,Yes,Zr
14446,acs.inorgchem.6b02007_Ru-Cd_clean,7.83792,5.35492,7.81768,0.854147,2135.08,2499.67,0,0,0.668377,0.782509,0,"Cd,Ru",No,
9331,QOWRAV08_clean,16.35712,5.23259,16.35248,0.718547,2135.3,2971.69,0,0,0.708394,0.985871,0,Cu,Yes,Cu
6054,LAPPAW_clean,8.0299,3.96941,6.66239,1.18636,2135.51,1800.05,0,0,0.637207,0.537109,0,In,No,
12262,WAFKEU_clean,9.48934,7.63409,9.48934,1.20297,2135.58,1775.26,0,0,0.663628,0.551657,0,Zn,No,
3752,GOJFAN_charged,16.63143,5.96233,16.63143,1.28609,2135.63,1660.56,0,0,0.731663,0.568905,0,U,Yes,U
6255,LIBQIY_clean,9.48211,4.09783,9.48211,1.10251,2135.81,1937.23,0,0,0.696499,0.631739,0,Sm,Yes,Sm
9332,QOWRAV09_clean,16.34087,5.22933,16.33846,0.718946,2135.88,2970.84,0,0,0.708699,0.985747,0,Cu,Yes,Cu
4457,HUWHOY_clean,6.08119,4.05672,5.74775,0.950744,2136.09,2246.76,0,0,0.630432,0.663093,0,Cd,Yes,Cd
9333,QOWRAV10_clean,16.32287,5.22574,16.32052,0.719907,2136.17,2967.28,0,0,0.708416,0.984039,0,Cu,Yes,Cu
1388,COWMEH_clean,6.75649,5.53249,6.75411,1.20645,2136.19,1770.65,0,0,0.649874,0.538668,0,Tb,Yes,Tb
9334,QOWRAV11_clean,16.31009,5.22559,16.30705,0.720949,2136.24,2963.09,0,0,0.707951,0.98197,0,Cu,Yes,Cu
135,AGOVID_charged,12.47057,8.65653,12.45633,0.642206,2136.39,3326.64,0,0,0.762504,1.18732,0,In,No,
2026,DOZKIO_clean,6.44925,4.72277,6.43616,1.05766,2136.84,2020.34,0,0,0.62849,0.594226,0,Eu,Yes,Eu
13754,YIWLEV_clean,6.83495,5.51841,6.83449,1.2226,2136.95,1747.88,0,0,0.693997,0.567643,0,Cd,No,
9355,QUCZEV_clean,6.89833,5.2612,6.87473,0.909297,2137.2,2350.39,0,0,0.646267,0.710733,0,Cd,No,
9335,QOWRAV12_clean,16.28739,5.21999,16.28739,0.722396,2137.34,2958.68,0,0,0.707668,0.979612,0,Cu,Yes,Cu
3490,GAQYIH_clean,20.25844,8.96976,15.7736,0.559917,2137.52,3817.57,0,0,0.849388,1.51699,0,Cd,Yes,Cd
10852,TISHAF_clean,10.6324,4.41521,10.62639,0.802555,2137.68,2663.59,0,0,0.661618,0.82439,0,Fe,Yes,Fe
4535,IBOZIK_clean,6.1098,4.48471,6.09088,0.940059,2138.03,2274.36,0,0,0.656771,0.698648,0,Cu,Yes,Cu
11546,UVIPOF_clean,13.17946,6.57985,13.17946,0.87003,2138.48,2457.94,0,0,0.72499,0.833293,0,Cu,Yes,Cu
228,ALULID_clean,7.81513,5.26988,7.81513,0.929552,2138.59,2300.67,0,0,0.657814,0.707668,0,Ce,Yes,Ce
7240,NAJTAW_clean,6.34991,4.99732,6.34991,1.15815,2138.62,1846.59,0,0,0.610207,0.526882,0,Tb,Yes,Tb
7369,NEGZUW_clean,6.52732,5.75532,6.52732,1.40591,2138.7,1521.22,0,0,0.632335,0.449768,0,"V,Zn",Yes,"V,Zn"
8239,OTAWIR_clean,8.74885,5.54904,8.73807,0.758956,2139.21,2818.62,0,0,0.678261,0.893676,0,Zn,Yes,Zn
13380,XUBGUY_clean,11.92741,6.17876,11.92741,0.841842,2139.33,2541.25,0,0,0.712139,0.84593,0.000346146,"Zr,Si",Yes,Zr
1912,DOLWEI_clean,10.11442,4.05745,10.1112,0.875132,2139.47,2444.74,3.106,3.54919,0.679307,0.776234,0,Co,Yes,Co
2255,ECUSIG_clean,10.43873,7.72499,10.37115,0.500903,2139.55,4271.38,0,0,0.780342,1.55787,0,Sn,Yes,Sn
5455,KARLUM_clean,12.53415,7.4934,12.53415,0.637007,2139.56,3358.77,0,0,0.735057,1.15392,0,Ni,No,
3362,FUTTIZ_clean,12.85599,4.31062,12.85599,0.737111,2139.6,2902.68,0,0,0.725423,0.984144,0,Zn,Yes,Zn
14714,cg801267m_si_002_clean,10.97164,5.86477,10.97164,0.887048,2139.79,2412.26,0,0,0.701168,0.790451,0,"Mn,Co",No,
5838,KUJNEJ_clean,12.51834,7.61249,12.51834,0.637007,2139.81,3359.17,0,0,0.73638,1.156,0,Ni,No,
4408,HUJGEA_clean,12.53944,4.7914,12.4029,0.822662,2139.93,2601.23,0,0,0.700774,0.851837,0,Cu,Yes,Cu
3278,FOSTOY_clean,11.96802,7.0236,11.96802,0.654669,2140.03,3268.87,0,0,0.755228,1.1536,0,In,No,
4506,IBAPUY_clean,10.33485,8.1657,10.33198,0.703543,2140.17,3041.99,0,0,0.735286,1.04512,0,"Pd,Mn,Zn",Yes,Pd
6655,MAHCOQ_clean,18.83938,7.96401,18.83938,0.527426,2140.39,4058.18,0,0,0.808111,1.53218,0,"Co,Zn",Yes,"Co,Zn"
12438,WEHJAW_clean,11.36183,6.87492,11.36183,0.813465,2140.59,2631.44,0,0,0.716559,0.880873,0,Zn,Yes,Zn
11292,UKUPIB_clean,7.9794,5.83185,7.9636,0.893496,2140.78,2395.96,0,0,0.636792,0.712697,0,Mn,Yes,Mn
6241,LEYQUD_clean,9.49015,4.11988,9.49015,1.0718,2140.88,1997.47,0,0,0.697921,0.651168,0,Nd,Yes,Nd
174,AJOQUM_clean,13.33582,7.45227,13.27569,1.07656,2141.2,1988.92,0,0,0.751366,0.69793,0.000296499,Zn,No,
7073,MOYYOP_clean,11.00216,5.91777,11.00216,0.888531,2141.24,2409.87,0,0,0.702073,0.790151,0,"Mn,Zn",No,
9293,QOQBEE_clean,10.69304,6.05285,10.69304,0.825164,2141.4,2595.12,0,0,0.699765,0.848031,1.91E-05,Co,No,
7739,NUVYEK_clean,12.21539,10.6662,12.20481,0.463781,2141.67,4617.84,0,0,0.825647,1.78025,0,Zn,No,
8874,PUFYEW_clean,11.88576,6.23955,11.88575,0.709619,2141.73,3018.15,0,0,0.720443,1.01525,0,Cd,No,
7360,NEDWAW_clean,8.21752,5.99671,8.17631,0.756185,2141.83,2832.41,0,0,0.674865,0.892459,0,Mn,No,
766,BEXSII_clean,6.24374,4.79684,6.24374,0.943025,2141.87,2271.28,0,0,0.660973,0.700907,0,Cu,Yes,Cu
4000,HAKVIB_clean,9.07505,4.26709,8.63246,1.26232,2141.89,1696.79,0,0,0.660966,0.523612,0,"In,Ag",Yes,Ag
12547,WIHWAN_clean,9.71829,7.22092,9.71829,0.781161,2142.2,2742.33,0,0,0.703188,0.900183,0,Zn,No,
5720,KOHDIW_clean,6.97684,4.55031,6.84951,0.806536,2142.25,2656.11,0,0,0.650173,0.80613,0,"Si,Co",Yes,Co
10747,TENQOS_clean,6.32671,4.31376,6.31171,1.05624,2142.36,2028.29,0,0,0.643292,0.60904,0,Cu,Yes,Cu
12243,WABVIF_clean,5.92835,4.2784,5.92835,1.19094,2143.37,1799.73,0,0,0.656566,0.551301,0,Cu,Yes,Cu
15020,ja406030p_si_006_manual,11.02963,8.4918,11.00608,0.735801,2143.59,2913.28,0,0,0.731833,0.994608,0,"Cr,Zn",Yes,Cr
12312,WAMREJ_clean,15.93828,10.47623,15.93828,0.575196,2144.04,3727.5,0,0,0.778874,1.3541,0,Cu,Yes,Cu
12437,WEHHUO_clean,10.83777,6.67841,10.83288,0.80874,2144.35,2651.47,0,0,0.717673,0.887396,0,Zn,Yes,Zn
11800,VAXJUC_clean,12.63395,9.01331,11.46346,0.615613,2144.94,3484.24,0,0,0.7794,1.26606,0,Zn,No,
14715,cg801267m_si_003_clean,10.88203,5.89078,10.88203,0.813936,2145.05,2635.4,0,0,0.705496,0.866771,0,"Fe,Zn",No,
865,BOHXAZ_auto,11.91884,5.9553,11.91884,0.792061,2145.09,2708.24,0,0,0.710385,0.896882,0.000121708,Zr,No,
7567,NIWYEZ_clean,14.05888,4.48945,14.05888,0.931269,2145.29,2303.62,0,0,0.702354,0.75419,0,Zn,Yes,Zn
2300,EFOTID_clean,5.16083,4.10798,5.15606,3.01069,2145.84,712.739,0,0,0.612859,0.203561,0,"Te,Mn,Re",Yes,"Te,Mn,Re"
3361,FUTPUG_clean,8.7425,7.71368,8.74249,1.42859,2145.99,1502.17,0,0,0.700114,0.490073,0,Cu,Yes,Cu
15032,ja500330a_si_005_clean,12.20585,6.15217,12.20585,0.793444,2146.14,2704.85,0,0,0.709093,0.89369,0.000136368,Zr,Yes,Zr
2999,FEFDAX_clean,7.7849,6.33268,7.77495,0.828568,2146.22,2590.27,0,0,0.667947,0.806146,0,Zn,No,
8941,PUSXIL_charged,6.87885,4.73721,6.87642,1.16087,2146.24,1848.82,0,0,0.643146,0.55402,0,Zn,No,
1771,DEPXAY_clean,5.26623,3.93244,5.24448,1.07008,2146.28,2005.73,0,0,0.637184,0.595457,0,Zn,Yes,Zn
6909,MINCIX_clean,10.4943,7.36608,10.44985,0.729721,2146.62,2941.7,0,0,0.750234,1.02811,0,Tb,Yes,Tb
4803,IMUTUG_ion_b,8.41075,5.98942,8.40502,1.06349,2146.76,2018.6,13.4534,12.6502,0.682247,0.641517,0,In,Yes,In
13066,XATZOK_clean,8.49114,5.80962,8.23351,0.788781,2147.19,2722.16,0,0,0.67788,0.859402,0,Zn,Yes,Zn
14067,ZAHLAY_clean,9.46445,7.78216,9.46445,1.38148,2147.37,1554.39,16.275,11.7808,0.72764,0.526709,0,Cu,Yes,Cu
10243,SERBUO_clean,17.98141,7.72529,17.98141,0.62779,2147.37,3420.52,0,0,0.822991,1.31093,0,Zn,No,
14619,c6ce00407e_c6ce00407e1_clean,15.77585,8.21654,15.76128,0.595584,2147.38,3605.51,0,0,0.782702,1.31418,0,Cu,Yes,Cu
12335,WAQFAX_clean,9.30669,8.11233,9.28954,0.819886,2147.83,2619.67,0,0,0.715818,0.873071,0,In,Yes,In
10987,TOZFOF_clean,13.77283,9.32975,13.77283,0.843356,2147.88,2546.83,0,0,0.726983,0.862011,0,"Co,Ru",Yes,"Co,Ru"
12993,XAMDUM04_clean,12.93642,6.39412,12.93642,0.919994,2148.16,2334.97,0,0,0.71352,0.77557,0,Cu,Yes,Cu
10364,SIZPUN_clean,19.21055,6.70148,19.21055,0.693763,2148.37,3096.69,0,0,0.758191,1.09287,0,Zn,Yes,Zn
7076,MOYZEG_clean,10.75807,6.05642,10.75807,0.817124,2148.44,2629.27,0,0,0.701677,0.858715,0,"Fe,Co",No,
11769,VARJEF_clean,7.50874,4.26843,7.47113,0.807576,2148.45,2660.37,0,0,0.631223,0.781627,0,Fe,No,
4508,IBAQEJ_clean,10.47263,8.40011,10.39735,0.683981,2148.56,3141.25,0,0,0.742583,1.08568,0,Zn,Yes,Zn
12807,WUJFUD_clean,9.44545,7.68146,9.44545,0.951061,2148.6,2259.16,0,0,0.703939,0.740162,0,Cd,No,
10528,SUPLOF_clean,9.81956,5.79112,9.81893,0.800346,2148.94,2685.02,0,0,0.6775,0.846509,0,Zn,No,
14716,cg801267m_si_004_clean,10.75788,6.05635,10.75788,0.817132,2149.11,2630.06,0,0,0.701742,0.858787,0,"Fe,Co",No,
6243,LEYREO_clean,9.51379,4.14819,9.5125,1.05388,2149.23,2039.34,0,0,0.699043,0.663302,0,Pr,Yes,Pr
7075,MOYZAC_clean,10.88215,5.89069,10.88215,0.813942,2149.96,2641.42,0,0,0.705182,0.866378,0,"Fe,Zn",No,
1623,DAFXUG_clean,10.45996,4.73655,10.44083,0.983968,2150.22,2185.26,0,0,0.666921,0.677787,0,Mg,No,
5896,KUTNUK_clean,11.49316,7.30197,11.49316,0.638345,2150.25,3368.48,0,0,0.739909,1.15911,0,Cu,No,
10035,S2056989016016686_vn2118sup1_clean,8.37313,6.69705,8.37313,0.619894,2150.48,3469.11,0,0,0.726244,1.17156,0,Cu,Yes,Cu
2554,ERANIW_clean,8.87566,7.8678,8.87566,0.880874,2150.52,2441.35,0,0,0.671256,0.762034,0.000224096,Zr,No,
8658,PICTIG_clean,7.17015,5.20075,7.17015,0.956819,2150.78,2247.84,0,0,0.649365,0.67867,0,Zn,Yes,Zn
7074,MOYYUV_clean,10.97167,5.8647,10.97167,0.887055,2151.01,2424.89,0,0,0.700731,0.789953,0,"Mn,Co",No,
5579,KEVWUF_clean,9.52723,4.19884,9.52723,1.04193,2151.04,2064.47,0,0,0.699108,0.670972,0,La,Yes,La
15222,j.inoche.2015.03.028_inc05925-mmc2_clean.sa,5.98483,4.5721,5.97877,0.945356,2151.1,2275.44,0,0,0.6424,0.679532,0,Cu,No,N/A
10589,TADCOS_clean,5.55665,4.67486,5.54518,1.27739,2151.56,1684.34,0,0,0.652936,0.511147,0,Zn,No,
6242,LEYRAK_clean,9.5213,4.16248,9.5213,1.04525,2151.73,2058.58,0,0,0.699869,0.669568,0,Ce,Yes,Ce
5915,KUXSIH03_clean,8.66619,4.5227,8.6608,0.897578,2151.86,2397.41,0,0,0.640671,0.713778,0,Fe,No,
9704,RIFGAQ_clean,13.18615,6.52783,13.17424,0.879718,2151.87,2446.09,0,0,0.722431,0.821207,0,Cu,Yes,Cu
1312,COJGEO_clean,6.38617,5.04434,5.90426,0.978354,2151.98,2199.59,0,0,0.637275,0.651374,0,"Zn,Cu",Yes,"Zn,Cu"
6653,MAHCEG_clean,18.51843,7.96448,18.51843,0.531149,2152.05,4051.69,0,0,0.808957,1.52303,0,"Zn,Cu",Yes,Cu
4186,HIFTOG04_clean,13.28221,7.35627,13.26681,1.07447,2152.14,2002.98,0,0,0.748718,0.696826,0.000199168,Zn,No,
1370,CORZIU_clean,12.15536,11.69752,12.13047,0.719622,2152.17,2990.7,0,0,0.757707,1.05292,0,In,Yes,In
14006,YURKIG_clean,6.91612,5.83867,6.83043,1.00356,2152.27,2144.63,0,0,0.648446,0.646143,0,Pr,Yes,Pr
5407,KAFVAR_clean,17.43329,5.76513,17.43306,0.63784,2152.38,3374.48,0,0,0.748297,1.17317,0,Zn,No,
8494,PATMEE_clean,8.34188,5.37524,8.34188,1.20831,2152.74,1781.62,0,0,0.687611,0.569071,0,Ag,Yes,Ag
14668,cg2007167_si_002_clean,6.6515,5.56859,6.6409,0.818121,2153.33,2632.05,0,0,0.664005,0.811623,0,Cu,Yes,Cu
12284,WAHNOL_clean,16.15521,7.17077,16.15521,0.498613,2153.41,4318.81,0,0,0.775877,1.55607,0,Cu,Yes,Cu
9861,ROYLAU_clean,10.64156,5.6328,10.60879,0.823294,2153.96,2616.28,0,0,0.70133,0.851858,0,Ni,No,
13716,YILBUS_clean,10.72292,6.88808,10.72292,0.781903,2154.09,2754.94,0,0,0.730729,0.934551,0,"Cr,Zn",Yes,Cr
13814,YOGKEM_clean,9.34542,5.57292,9.34542,0.967443,2154.64,2227.15,0,0,0.654945,0.676986,0,Zn,Yes,Zn
14888,ic801404p_si_001_clean,10.69292,6.05283,10.69292,0.825151,2154.75,2611.34,0,0,0.700097,0.848447,2.11E-05,Mn,Yes,Mn
4507,IBAQAF_clean,10.29518,8.20784,10.26828,0.691719,2154.87,3115.23,0,0,0.734999,1.06257,0,"Mn,Zn",Yes,Zn
8885,PUGSOB_clean,9.47929,8.82959,9.46642,0.864037,2154.9,2493.99,0,0,0.692018,0.800912,0,Zn,Yes,Zn
7484,NIGPEA_clean,10.42385,9.24875,10.42385,0.730648,2155.1,2949.57,0,0,0.691692,0.946682,0,Co,Yes,Co
3483,GANBED_clean,6.15693,4.36798,6.15692,0.928453,2155.14,2321.21,0,0,0.67815,0.730408,0,Ni,No,
8857,PUDSOX_clean,7.03254,5.77219,7.03254,1.04422,2155.67,2064.38,0,0,0.648304,0.62085,0,Gd,Yes,Gd
657,BAZJET_clean,13.37019,12.10117,13.37019,0.621294,2155.79,3469.84,0,0,0.745176,1.1994,0,Mn,Yes,Mn
8855,PUDSIR01_clean,6.99715,5.84689,6.98056,1.03177,2156.23,2089.83,0,0,0.648958,0.628973,0,Eu,Yes,Eu
1954,DORLAZ_clean,17.77688,7.02144,17.77688,0.552183,2156.42,3905.27,0,0,0.782867,1.41777,0.000189068,Zr,No,
8858,PUDSUD_clean,7.08521,6.02588,7.08155,0.996555,2156.55,2164.01,0,0,0.655515,0.657781,0,Nd,Yes,Nd
7089,MUDTEL_clean,19.10404,6.58552,19.10404,0.559282,2156.56,3855.94,0,0,0.79351,1.4188,0,Cu,Yes,Cu
11870,VEHKEA_clean,10.09555,8.71602,10.08296,0.852577,2156.94,2529.91,0,0,0.705656,0.827674,0,Zn,Yes,Zn
9934,RUHFIL_clean,10.02064,8.75694,10.01897,0.882826,2156.96,2443.24,0,0,0.783671,0.887685,0,"Ce,Cu",Yes,Cu
11175,UGOFIH_clean,11.748,5.772,11.73531,0.700487,2156.99,3079.27,0,0,0.715657,1.02166,0,Fe,No,
14468,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,14.70209,8.11021,14.66896,0.628556,2157.02,3431.71,0,0,0.818482,1.30216,0,"Cd,Zn",No,
5650,KINSAD_clean,11.45326,8.8535,11.45326,0.492709,2157.24,4378.34,0,0,0.808098,1.64011,0,Zn,No,
